from,to,count
金昌市,新疆维吾尔自治区直辖县级行政单位,13
湖北省直辖县级行政单位,西宁市,13
昭通市,湖北省直辖县级行政单位,13
昭通市,新余市,13
昭通市,茂名市,13
泸州市,常州市,13
泸州市,洛阳市,13
遂宁市,驻马店市,13
遂宁市,揭阳市,13
广元市,哈密地区,13
广元市,江门市,13
广元市,池州市,13
烟台市,衢州市,13
泰安市,铜陵市,13
咸阳市,南平市,13
徐州市,新疆维吾尔自治区直辖县级行政单位,13
永州市,镇江市,13
黄石市,连云港市,13
黄石市,沧州市,13
周口市,乐山市,13
保定市,昌吉回族自治州,13
保定市,玉林市,13
汕头市,湖州市,13
赤峰市,白山市,13
赤峰市,厦门市,13
晋城市,兰州市,13
晋城市,嘉兴市,13
延安市,固原市,13
朝阳市,鸡西市,13
朝阳市,双鸭山市,13
鹰潭市,哈尔滨市,13
郴州市,哈尔滨市,13
湘西土家族苗族自治州,渭南市,13
邵阳市,宝鸡市,13
安阳市,黔南布依族苗族自治州,13
安阳市,盘锦市,13
揭阳市,丽水市,13
巢湖市,乌兰察布市,13
固原市,延安市,13
资阳市,焦作市,13
广安市,德宏傣族景颇族自治州,13
本溪市,聊城市,13
本溪市,无锡市,13
景德镇市,柳州市,13
岳阳市,乐山市,13
十堰市,曲靖市,13
鹤壁市,安康市,13
平顶山市,黔南布依族苗族自治州,13
平顶山市,宜宾市,13
三门峡市,湖北省直辖县级行政单位,13
开封市,泸州市,13
衡水市,巴彦淖尔市,13
滁州市,随州市,13
宜宾市,运城市,13
宜宾市,益阳市,13
宜宾市,晋中市,13
抚顺市,佛山市,13
抚顺市,海口市,13
临夏回族自治州,乌海市,13
枣庄市,葫芦岛市,13
宝鸡市,张家口市,13
衡阳市,池州市,13
荆州市,淮南市,13
商丘市,宜宾市,13
洛阳市,黔西南布依族苗族自治州,13
邯郸市,哈密地区,13
定西市,克拉玛依市,13
庆阳市,淄博市,13
庆阳市,呼和浩特市,13
庆阳市,佛山市,13
怒江傈僳族自治州,深圳市,13
山南地区,阿里地区,13
新疆维吾尔自治区直辖县级行政单位,青岛市,13
乐山市,湘西土家族苗族自治州,13
眉山市,茂名市,13
雅安市,玉溪市,13
阜新市,武汉市,13
阜新市,太原市,13
四平市,漳州市,13
伊春市,兴安盟,13
酒泉市,克拉玛依市,13
随州市,景德镇市,13
随州市,沧州市,13
宿州市,江门市,13
达州市,阳江市,13
达州市,玉溪市,13
忻州市,泰州市,13
咸宁市,马鞍山市,13
阳泉市,南昌市,13
菏泽市,伊犁哈萨克自治州,13
湖北省直辖县级行政单位,北海市,13
黔西南布依族苗族自治州,无锡市,13
黔西南布依族苗族自治州,芜湖市,13
贵港市,宁波市,13
泸州市,阳江市,13
安康市,张家口市,13
咸阳市,阿克苏地区,13
张家界市,玉溪市,13
周口市,玉林市,13
周口市,资阳市,13
南充市,宣城市,13
商洛市,绍兴市,13
商洛市,邵阳市,13
朝阳市,威海市,13
鹰潭市,清远市,13
邢台市,通化市,13
陇南市,随州市,13
陇南市,宿州市,13
三明市,北海市,13
淮南市,乌鲁木齐市,13
广安市,武威市,13
临沂市,德宏傣族景颇族自治州,13
荆门市,鹰潭市,13
鹤壁市,湖州市,13
濮阳市,盘锦市,13
衡水市,南平市,13
毕节地区,黄山市,13
阳江市,南京市,13
天水市,张家口市,13
宜宾市,喀什地区,13
枣庄市,延边朝鲜族自治州,13
枣庄市,晋城市,13
襄樊市,防城港市,13
许昌市,揭阳市,13
许昌市,阿拉善盟,13
邯郸市,六盘水市,13
六盘水市,江门市,13
安庆市,玉林市,13
阜阳市,北海市,13
河南省直辖县级行政单位,廊坊市,13
张掖市,包头市,13
张掖市,拉萨市,13
大理白族自治州,云浮市,13
西双版纳傣族自治州,淄博市,13
保定市,防城港市,13
西双版纳傣族自治州,北海市,13
南充市,揭阳市,13
百色市,绍兴市,13
宜宾市,天水市,13
莱芜市,滁州市,13
商洛市,安庆市,13
焦作市,永州市,13
资阳市,清远市,13
丽江市,无锡市,13
乐山市,揭阳市,13
湖北省直辖县级行政单位,延安市,13
黄冈市,延安市,13
巢湖市,河源市,13
亳州市,忻州市,13
新余市,汕头市,13
衡阳市,玉溪市,13
德阳市,汕头市,13
葫芦岛市,七台河市,13
益阳市,河南省直辖县级行政单位,13
安顺市,崇左市,13
鹤壁市,大同市,13
庆阳市,亳州市,13
丽江市,滨州市,13
遂宁市,昌吉回族自治州,13
广元市,宣城市,13
张家界市,镇江市,13
六安市,河源市,13
岳阳市,玉溪市,13
十堰市,丽水市,13
日照市,鹤岗市,13
日照市,佛山市,13
乐山市,清远市,13
甘孜藏族自治州,贵阳市,13
忻州市,乌鲁木齐市,13
淄博市,黔西南布依族苗族自治州,13
泰安市,昌吉回族自治州,13
黄山市,潮州市,13
开封市,中卫市,13
龙岩市,芜湖市,13
蚌埠市,清远市,13
商丘市,盘锦市,13
陇南市,衡水市,13
汉中市,贺州市,13
邵阳市,马鞍山市,13
广安市,衢州市,13
庆阳市,烟台市,13
齐齐哈尔市,大同市,13
菏泽市,乌海市,13
安阳市,河池市,13
曲靖市,芜湖市,13
漯河市,固原市,13
鞍山市,芜湖市,13
河源市,丽江市,13
东莞市,曲靖市,12
嘉兴市,广元市,12
宁波市,汉中市,12
成都市,抚州市,12
舟山市,驻马店市,12
温州市,内江市,12
汕头市,驻马店市,12
惠州市,漯河市,12
杭州市,内江市,12
鄂尔多斯市,淄博市,12
苏州市,资阳市,12
揭阳市,南阳市,12
东莞市,巢湖市,12
湖州市,菏泽市,12
常州市,眉山市,12
莆田市,许昌市,12
金华市,濮阳市,12
厦门市,德阳市,12
揭阳市,荆门市,12
绍兴市,来宾市,12
无锡市,宝鸡市,12
泉州市,安康市,12
中山市,莆田市,12
乌鲁木齐市,黄冈市,12
银川市,亳州市,12
南宁市,商丘市,12
鄂尔多斯市,徐州市,12
湖州市,怀化市,12
珠海市,达州市,12
厦门市,资阳市,12
海口市,梅州市,12
金华市,三门峡市,12
漳州市,达州市,12
江门市,阜阳市,12
常州市,邵阳市,12
珠海市,咸宁市,12
无锡市,宜宾市,12
湖州市,新乡市,12
上海市,文山壮族苗族自治州,12
温州市,宝鸡市,12
三亚市,荆州市,12
绍兴市,资阳市,12
舟山市,南阳市,12
漳州市,荆州市,12
梅州市,铜仁地区,12
佛山市,红河哈尼族彝族自治州,12
中山市,金华市,12
乌鲁木齐市,开封市,12
常州市,广元市,12
清远市,达州市,12
宁波市,天水市,12
太原市,黄冈市,12
贵阳市,新乡市,12
佛山市,鹰潭市,12
常州市,太原市,12
漳州市,张家界市,12
宁德市,周口市,12
西宁市,开封市,12
贵阳市,沧州市,12
湖州市,株洲市,12
金华市,玉林市,12
南京市,巴中市,12
潮州市,岳阳市,12
廊坊市,岳阳市,12
长沙市,聊城市,12
莆田市,安康市,12
乌鲁木齐市,汉中市,12
金华市,资阳市,12
南京市,郴州市,12
南宁市,安阳市,12
太原市,南充市,12
常州市,三门峡市,12
惠州市,渭南市,12
哈尔滨市,孝感市,12
常州市,焦作市,12
海南省直辖县级行政单位,濮阳市,12
上海市,贵港市,12
常州市,南宁市,12
合肥市,南充市,12
福州市,资阳市,12
青岛市,双鸭山市,12
泉州市,济宁市,12
湖州市,鹰潭市,12
昆明市,宿迁市,12
天津市,武威市,12
苏州市,凉山彝族自治州,12
兰州市,沧州市,12
扬州市,濮阳市,12
汕尾市,怀化市,12
天津市,益阳市,12
韶关市,新余市,12
海南省直辖县级行政单位,菏泽市,12
云浮市,娄底市,12
石家庄市,娄底市,12
武汉市,宜宾市,12
佛山市,绍兴市,12
贵阳市,宁德市,12
济南市,安康市,12
郑州市,宣城市,12
苏州市,江门市,12
巴音郭楞蒙古自治州,绵阳市,12
沈阳市,孝感市,12
黔西南布依族苗族自治州,荆州市,12
上海市,巴音郭楞蒙古自治州,12
临沂市,湖北省直辖县级行政单位,12
苏州市,呼和浩特市,12
珠海市,徐州市,12
上海市,黑河市,12
石家庄市,汕头市,12
乌鲁木齐市,泰安市,12
长春市,阜阳市,12
常州市,娄底市,12
深圳市,朝阳市,12
宁波市,呼和浩特市,12
海口市,信阳市,12
保定市,上饶市,12
昌吉回族自治州,南充市,12
乌鲁木齐市,内江市,12
天津市,怀化市,12
南宁市,德阳市,12
苏州市,牡丹江市,12
合肥市,龙岩市,12
沈阳市,黄冈市,12
兰州市,金华市,12
天津市,景德镇市,12
漳州市,荆门市,12
大连市,九江市,12
乌鲁木齐市,安康市,12
南京市,庆阳市,12
广州市,日照市,12
三明市,达州市,12
台州市,凉山彝族自治州,12
咸宁市,阳泉市,12
晋城市,沧州市,12
济南市,赣州市,12
南宁市,六安市,12
广州市,吕梁市,12
青岛市,恩施土家族苗族自治州,12
武汉市,贵港市,12
温州市,天水市,12
泉州市,钦州市,12
柳州市,南通市,12
贵阳市,宝鸡市,12
东莞市,常州市,12
上海市,吴忠市,12
晋中市,阜阳市,12
河源市,黔南布依族苗族自治州,12
滁州市,邢台市,12
太原市,丽江市,12
镇江市,毕节地区,12
海口市,洛阳市,12
深圳市,营口市,12
湖州市,聊城市,12
南宁市,恩施土家族苗族自治州,12
大连市,枣庄市,12
楚雄彝族自治州,遂宁市,12
成都市,黄山市,12
惠州市,德阳市,12
揭阳市,孝感市,12
承德市,乌鲁木齐市,12
贵阳市,平顶山市,12
昆明市,三明市,12
哈尔滨市,抚州市,12
扬州市,衡阳市,12
泰州市,绵阳市,12
南昌市,衡水市,12
茂名市,铜仁地区,12
上海市,金昌市,12
广州市,盘锦市,12
漳州市,百色市,12
东营市,安阳市,12
合肥市,遵义市,12
东莞市,廊坊市,12
阳泉市,濮阳市,12
深圳市,张掖市,12
吕梁市,商丘市,12
海南省直辖县级行政单位,漳州市,12
阳江市,驻马店市,12
宁波市,平凉市,12
北京市,文山壮族苗族自治州,12
昆明市,六安市,12
临汾市,荆州市,12
淄博市,驻马店市,12
柳州市,广安市,12
漳州市,黄山市,12
株洲市,青岛市,12
湛江市,周口市,12
南昌市,泸州市,12
佛山市,太原市,12
南平市,恩施土家族苗族自治州,12
喀什地区,南充市,12
甘南藏族自治州,拉萨市,12
武汉市,广元市,12
乌海市,通辽市,12
哈尔滨市,莆田市,12
天津市,资阳市,12
呼和浩特市,安阳市,12
无锡市,鄂州市,12
济南市,白山市,12
南宁市,聊城市,12
台州市,长春市,12
青岛市,随州市,12
青岛市,宜春市,12
厦门市,大理白族自治州,12
芜湖市,新乡市,12
沈阳市,平顶山市,12
常州市,海南省直辖县级行政单位,12
嘉峪关市,平凉市,12
无锡市,海口市,12
徐州市,广元市,12
南京市,承德市,12
青岛市,株洲市,12
河源市,黄石市,12
廊坊市,白山市,12
太原市,枣庄市,12
南通市,永州市,12
沧州市,辽源市,12
海西蒙古族藏族自治州,张掖市,12
银川市,赤峰市,12
盘锦市,邯郸市,12
清远市,商丘市,12
宁德市,黄石市,12
温州市,吉林市,12
襄樊市,大连市,12
新疆维吾尔自治区直辖县级行政单位,张掖市,12
沈阳市,滁州市,12
酒泉市,榆林市,12
柳州市,阜阳市,12
江门市,合肥市,12
广州市,新疆维吾尔自治区直辖县级行政单位,12
包头市,无锡市,12
珠海市,黔西南布依族苗族自治州,12
吐鲁番地区,重庆市,12
兰州市,焦作市,12
银川市,潍坊市,12
吕梁市,秦皇岛市,12
无锡市,大理白族自治州,12
徐州市,娄底市,12
滨州市,运城市,12
廊坊市,双鸭山市,12
宁波市,湛江市,12
大连市,宿迁市,12
阿勒泰地区,重庆市,12
兰州市,长春市,12
玉林市,南充市,12
鞍山市,徐州市,12
柳州市,漳州市,12
西安市,黄山市,12
南通市,天水市,12
合肥市,宜宾市,12
成都市,辽阳市,12
哈尔滨市,大同市,12
绥化市,三亚市,12
淄博市,信阳市,12
烟台市,通辽市,12
徐州市,三明市,12
南京市,白银市,12
丽水市,娄底市,12
郴州市,新乡市,12
杭州市,榆林市,12
东营市,张家口市,12
镇江市,咸阳市,12
泉州市,泰安市,12
深圳市,乌兰察布市,12
绍兴市,吉林市,12
澳门特别行政区,哈尔滨市,12
张家口市,咸阳市,12
南宁市,凉山彝族自治州,12
长沙市,自贡市,12
茂名市,六盘水市,12
三亚市,黔西南布依族苗族自治州,12
成都市,承德市,12
黔西南布依族苗族自治州,徐州市,12
湘潭市,阜阳市,12
保定市,遂宁市,12
福州市,茂名市,12
海南省直辖县级行政单位,资阳市,12
宜昌市,沈阳市,12
西安市,铁岭市,12
阳江市,吉安市,12
滁州市,焦作市,12
河池市,安庆市,12
桂林市,濮阳市,12
合肥市,资阳市,12
普洱市,宜宾市,12
呼伦贝尔市,临沂市,12
牡丹江市,三亚市,12
临汾市,温州市,12
兰州市,桂林市,12
黔西南布依族苗族自治州,遂宁市,12
深圳市,辽源市,12
汕尾市,铜仁地区,12
咸阳市,邵阳市,12
徐州市,绥化市,12
上海市,海东地区,12
晋中市,巴中市,12
防城港市,泉州市,12
湛江市,无锡市,12
莆田市,湛江市,12
杭州市,呼伦贝尔市,12
太原市,滁州市,12
桂林市,衡水市,12
梅州市,遵义市,12
德宏傣族景颇族自治州,贵阳市,12
丽江市,北海市,12
大庆市,菏泽市,12
哈尔滨市,驻马店市,12
淄博市,赣州市,12
淄博市,葫芦岛市,12
呼和浩特市,黄冈市,12
北海市,九江市,12
上海市,云浮市,12
宜昌市,三亚市,12
绵阳市,安阳市,12
滨州市,绵阳市,12
本溪市,兴安盟,12
抚州市,淮北市,12
武汉市,红河哈尼族彝族自治州,12
铜仁地区,驻马店市,12
厦门市,贺州市,12
杭州市,玉溪市,12
贵阳市,池州市,12
珠海市,绵阳市,12
大同市,聊城市,12
大同市,商丘市,12
连云港市,宝鸡市,12
烟台市,宝鸡市,12
北海市,达州市,12
北海市,临汾市,12
潍坊市,晋城市,12
郑州市,张掖市,12
包头市,扬州市,12
包头市,濮阳市,12
中卫市,石家庄市,12
太原市,常德市,12
威海市,信阳市,12
南通市,张家口市,12
镇江市,湖北省直辖县级行政单位,12
重庆市,大庆市,12
三亚市,湖北省直辖县级行政单位,12
铁岭市,扬州市,12
沈阳市,朔州市,12
酒泉市,石家庄市,12
赣州市,焦作市,12
兰州市,忻州市,12
兰州市,连云港市,12
运城市,九江市,12
保定市,本溪市,12
丽水市,湖北省直辖县级行政单位,12
鄂尔多斯市,青岛市,12
抚州市,许昌市,12
湛江市,湖北省直辖县级行政单位,12
宣城市,黔东南苗族侗族自治州,12
锦州市,安庆市,12
许昌市,三亚市,12
石家庄市,黔东南苗族侗族自治州,12
秦皇岛市,常州市,12
贵阳市,乌鲁木齐市,12
佛山市,芜湖市,12
乌鲁木齐市,烟台市,12
延边朝鲜族自治州,海南省直辖县级行政单位,12
兰州市,乐山市,12
马鞍山市,荆州市,12
贵港市,广安市,12
吕梁市,白银市,12
南京市,朔州市,12
云浮市,宜春市,12
衢州市,莆田市,12
盐城市,天水市,12
百色市,抚州市,12
滁州市,湖北省直辖县级行政单位,12
阿坝藏族羌族自治州,巴中市,12
秦皇岛市,金华市,12
茂名市,荆州市,12
河南省直辖县级行政单位,石家庄市,12
三亚市,晋城市,12
拉萨市,宜宾市,12
新疆维吾尔自治区直辖县级行政单位,银川市,12
吉林市,泉州市,12
长春市,焦作市,12
牡丹江市,广州市,12
聊城市,牡丹江市,12
石嘴山市,张掖市,12
烟台市,辽阳市,12
徐州市,丽水市,12
徐州市,定西市,12
湘潭市,徐州市,12
保定市,赣州市,12
梧州市,南阳市,12
郑州市,固原市,12
焦作市,日照市,12
毕节地区,保定市,12
毕节地区,驻马店市,12
威海市,黄冈市,12
锦州市,福州市,12
镇江市,宁德市,12
荆州市,聊城市,12
三亚市,自贡市,12
拉萨市,丽江市,12
西宁市,珠海市,12
银川市,嘉峪关市,12
九江市,宜宾市,12
徐州市,白银市,12
保定市,惠州市,12
江门市,青岛市,12
绍兴市,中山市,12
澳门特别行政区,昆明市,12
陇南市,许昌市,12
台州市,大连市,12
台州市,茂名市,12
盘锦市,张家口市,12
湛江市,衢州市,12
宁德市,铜仁地区,12
大连市,株洲市,12
淮安市,宁德市,12
珠海市,淮南市,12
重庆市,乌兰察布市,12
西宁市,北海市,12
随州市,宁德市,12
长治市,漯河市,12
大同市,扬州市,12
淄博市,台州市,12
昭通市,徐州市,12
徐州市,郴州市,12
遵义市,平顶山市,12
巢湖市,漯河市,12
衢州市,柳州市,12
绵阳市,德州市,12
滨州市,滁州市,12
铜川市,绵阳市,12
包头市,汉中市,12
荆门市,沈阳市,12
衡水市,巢湖市,12
衡水市,蚌埠市,12
防城港市,常德市,12
湛江市,咸宁市,12
温州市,肇庆市,12
威海市,台州市,12
锦州市,邢台市,12
新乡市,宣城市,12
石家庄市,黄山市,12
崇左市,湘西土家族苗族自治州,12
蚌埠市,衡阳市,12
马鞍山市,哈尔滨市,12
大同市,十堰市,12
淄博市,锦州市,12
萍乡市,毕节地区,12
扬州市,西宁市,12
孝感市,聊城市,12
江门市,无锡市,12
湖州市,淄博市,12
湖州市,佛山市,12
巢湖市,随州市,12
巢湖市,安阳市,12
舟山市,赣州市,12
西安市,塔城地区,12
盘锦市,呼伦贝尔市,12
景德镇市,平顶山市,12
荆门市,衡水市,12
三门峡市,衡水市,12
铜仁地区,滁州市,12
宣城市,宁德市,12
太原市,白银市,12
宝鸡市,宜春市,12
大连市,马鞍山市,12
大连市,岳阳市,12
淮安市,三明市,12
长沙市,铜陵市,12
襄樊市,滨州市,12
洛阳市,宜宾市,12
沧州市,安康市,12
茂名市,上饶市,12
芜湖市,渭南市,12
三亚市,连云港市,12
楚雄彝族自治州,眉山市,12
拉萨市,乐山市,12
昌吉回族自治州,洛阳市,12
德阳市,岳阳市,12
